_id,name,pos_id
dsn-capsule-15-s,DSN Capsule 15-S,97733
ducaine-tablet-10-s,Ducaine Tablet 10-S,24444
duolin-ld-500mcg-0-63mg-respule-5x2-5ml,Duolin LD 500mcg/0.63mg Respule 5X2.5ml,95059
duopep-40mg-tablet-10-s,Duopep 40mg Tablet 10-S,98986
duopil-1-500mg-tablet-10-s,Duopil 1/500mg Tablet 10-S,37604
duopil-2-500mg-tablet-10-s,Duopil 2/500mg Tablet 10-S,37605
duova-rotacap-30-s,Duova Rotacap 30-S,18607
dupact-40mg-capsule-10-s,Dupact 40mg Capsule 10-S,98471
dutas-t-+-capsule-15-s,DUTAS T + Capsule 15-s,2398
duxead-20-tablet-10-s,DUXEAD 20 Tablet 10-s,109976
duxead-30-tablet-10-s,DUXEAD 30 Tablet 10-s,109977
dv-2k-capsule-10-s,DV 2K Capsule 10-S,110308
dv-60k-capsule-8-s,DV 60k Capsule 8-s,110297
dvion-drops-15ml,Dvion Drops 15ml,93810
dvion-pearl-60k-capsule-4-s,Dvion Pearl 60K Capsule 4-S,93807
dweet-3-drops-30ml,DWEET 3 Drops 30ml,104781
dydroboon-tablet-10-s,DYDROBOON Tablet 10-s,106009
dydrogest-10-tablet-10-s,DYDROGEST 10 Tablet 10-s,109109
dydrowell-tablet-10-s,DYDROWELL Tablet 10-s,110454
dylasol-t-syrup-100ml,Dylasol T Syrup 100ml,18254
dynapar-gel-30gm,Dynapar Gel 30gm,10906
dynapar-qps-plus-solution-15ml,Dynapar Qps Plus Solution 15ml,95180
dynapar-qps-plus-solution-30ml,Dynapar Qps Plus Solution 30ml,92084
dynapar-qps-solution-30ml,Dynapar Qps Solution 30ml,92083
dynapar-tablet-10-s,Dynapar Tablet 10-S,10900
dytor-plus-ls-10-tablet-15-s,DYTOR PLUS LS 10 Tablet 15-s,16018
earwel-ear-drops-5ml,EARWEL Ear Drops 5ml,107899
ebermed-cream-30gm,EBERMED Cream 30gm,103925
ebexid-tablet-10-s,Ebexid Tablet 10-S,4602
ebility-tablet-10-s,Ebility Tablet 10-S,15727
ebmont-fx3-tablet-10-s,EBMONT FX3 Tablet 10-s,96650
ebmont-lc-tablet-10-s,EBMONT LC Tablet 10-s,91937
ebonte-m-tablet-10-s,EBONTE M Tablet 10-s,106731
ebov-pg-tablet-10-s,EBOV PG Tablet 10-s,107288
ebuxo-40mg-tablet-10-s,Ebuxo 40mg Tablet 10-S,91498
ecosprin-av-150-20mg-capsule-10-s,Ecosprin AV 150/20mg Capsule 10-S,2591
ecosprin-av-75-20mg-capsule-10-s,Ecosprin AV 75/20mg Capsule 10-S,98868
ecosprin-gold-40-capsule-15-s,ECOSPRIN GOLD 40 Capsule 15-s,109955
ecothral-250-tablet-10-s,ECOTHRAL 250 Tablet 10-s,109279
ecothral-500-tablet-5-s,ECOTHRAL 500 Tablet 5-s,108884
efiglin-20mg-tablet-15-s,EFIGLIN 20mg Tablet 15-s,99446
efiglin-m-tablet-15-s,EFIGLIN M Tablet 15-s,99864
efnocar-20mg-tablet-10-s,Efnocar 20mg Tablet 10-S,101963
efonta-40mg-tablet-15-s,EFONTA 40mg Tablet 15-s,110465
efonta-t-tablet-10-s,EFONTA T Tablet 10-s,106946
eglucent-mix-25-kwikpen-1x3ml,Eglucent Mix 25 Kwikpen 1X3ml,103655
elbose-trio-203-tablet-15-s,ELBOSE TRIO 203 Tablet 15-s,98738
eldervit-12-combination-pack-injection-1-s,ELDERVIT 12 COMBINATION PACK Injection 1-s,1801
electral-delicious-apple-flavour-liquid-200ml,Electral Delicious Apple Flavour Liquid 200ml,104621
electral-delicious-mango-flavour-liquid-200ml,Electral Delicious Mango Flavour Liquid 200ml,104511
electral-delicious-orange-flavour-liquid-200ml,Electral Delicious Orange Flavour Liquid 200ml,104431
electral-powder-21-80gm,Electral Powder 21.80gm,8608
electral-z+-delicious-orange-flavour-ready-to-drink-solution-200ml,ELECTRAL Z+ DELICIOUS ORANGE FLAVOUR READY TO DRINK Solution 200ml,109949
electrobion-orange-powder-21gm,Electrobion Orange Powder 21gm,2803
electrokind-sachet-21-5gm,Electrokind Sachet 21.5gm,20259
eliptin-m-tablet-15-s,ELIPTIN M Tablet 15-s,99782
elovera-baby-moisturising-lotion-150ml,Elovera Baby Moisturising Lotion 150ml,17143
elvix-gel-50gm,Elvix Gel 50gm,109722
emanzen-d-tablet-10-s,Emanzen D Tablet 10-S,7182
emdip-8-tablet-10-s,EMDIP 8 Tablet 10-s,106646
emeset-md-4mg-tablet-10-s,Emeset MD 4mg Tablet 10-S,105789
emessa-e-oil-100ml,Emessa E Oil 100ml,26102
emessa-e-oil-50ml,Emessa E Oil 50ml,26101
emlinz-5-tablet-10-s,EMLINZ 5 Tablet 10-s,110414
emlinz-m-500-tablet-10-s,EMLINZ M 500 Tablet 10-s,110415
emty-peg-oral-solution-100ml,EMTY PEG Oral Solution 100ml,105248
enace-5mg-tablet-15-s,ENACE 5mg Tablet 15-s,1359
encar-tablet-10-s,Encar Tablet 10-S,91822
encelin-50mg-tablet-10-s,ENCELIN 50mg Tablet 10-s,106525
encelin-m-50-1000mg-tablet-10-s,ENCELIN M 50/1000mg Tablet 10-s,106526
encelin-m-50-500mg-tablet-10-s,ENCELIN M 50/500mg Tablet 10-s,106527
encelin-m-sr-500-tablet-10-s,ENCELIN M SR 500 Tablet 10-s,107933
encelin-od-100-tablet-10-s,ENCELIN OD 100 Tablet 10-s,108604
enerzal-orange-flavoured-liquid-200ml,Enerzal Orange Flavoured Liquid 200ml,105024
ensame-200mg-tablet-10-s,Ensame 200mg Tablet 10-S,41621
entcold-tablet-10-s,ENTCOLD Tablet 10-s,107499
entero-plus-capsule-10-s,Entero Plus Capsule 10-S,101674
entromax-suspension-5ml,Entromax Suspension 5ml,102281
enzem-forte-tablet-10-s,Enzem Forte Tablet 10-S,109393
enzictra-ds-tablet-10-s,Enzictra DS Tablet 10-S,101217
enzoflam-mr-tablet-10-s,ENZOFLAM MR Tablet 10-s,110085
enzoflam-sp-tablet-10-s,ENZOFLAM SP Tablet 10-s,110086
enzoflam-tablet-10-s,Enzoflam Tablet 10-S,3791
enzoheal-ointment-5gm,Enzoheal Ointment 5gm,94871
enzoheal-tablet-15-s,ENZOHEAL Tablet 15-s,45710
enzomac-forte-tablet-10-s,Enzomac Forte Tablet 10-S,44318
enzomac-ointment-5gm,Enzomac Ointment 5gm,91626
enzomac-tablet-15-s,ENZOMAC Tablet 15-s,44300
eoptal-150-tablet-10-s,EOPTAL 150 Tablet 10-s,105998
eoptal-300-tablet-10-s,EOPTAL 300 Tablet 10-s,105999
epiduo-forte-gel-30gm,EPIDUO FORTE Gel 30gm,40874
epiduo-gel-30gm,Epiduo Gel 30gm,94802
epifast-1000-tablet-10-s,EPIFAST 1000 Tablet 10-s,109992
epifast-250-tablet-10-s,EPIFAST 250 Tablet 10-s,109994
epifast-500-tablet-10-s,EPIFAST 500 Tablet 10-s,109996
epifast-750-tablet-10-s,EPIFAST 750 Tablet 10-s,109993
epiglo-soap-75gm,Epiglo Soap 75gm,97271
epilive-er-500-tablet-10-s,EPILIVE ER 500 Tablet 10-s,108129
eplebless-25mg-tablet-10-s,EPLEBLESS 25mg Tablet 10-s,106883
epo-1000-capsule-10-s,EPO 1000 Capsule 10-S,18239
epo-500mg-capsule-10-s,EPO 500mg Capsule 10-S,18236
epocal-capsule-10-s,Epocal Capsule 10-S,18237
eptus-25mg-tablet-15-s,EPTUS 25mg Tablet 15-s,91023
erafos-sachet-8gm,ERAFOS Sachet 8gm,106254
ergoflo-n-tablet-10-s,ERGOFLO N Tablet 10-s,109196
ergomont-f-tablet-10-s,ERGOMONT F Tablet 10-s,108192
ergomont-l-tablet-10-s,ERGOMONT L Tablet 10-s,108191
ergonac-p-tablet-10-s,ERGONAC P Tablet 10-s,108263
ergonac-sp-tablet-10-s,ERGONAC SP Tablet 10-s,108264
eritel-ch-6-25-tablet-15-s,ERITEL CH 6.25 Tablet 15-s,108308
eritel-ch-80mg-tablet-15-s,Eritel CH 80mg Tablet 15-S,91664
eritel-trio-tablet-15-s,Eritel Trio Tablet 15-S,95671
erophylline-ac-tablet-10-s,EROPHYLLINE AC Tablet 10-s,106957
erox-cv-228-5mg-dry-syrup-30ml,Erox CV 228.5mg Dry Syrup 30ml,47728
erox-cv-457mg-dry-syrup-30ml,Erox CV 457mg Dry Syrup 30ml,93938
erzol-d-capsule-10-s,Erzol D Capsule 10-S,105715
erzol-tablet-10-s,ERZOL Tablet 10-s,105719
esamlovin-5mg-tablet-10-s,Esamlovin 5mg Tablet 10-S,93152
esfix-of-tablet-10-s,ESFIX OF Tablet 10-s,95224
esgipyrin-a-tablet-15-s,Esgipyrin A Tablet 15-S,106542
esiloc-40-tablet-10-s,ESILOC 40 Tablet 10-s,106786
esofag-40mg-tablet-10-s,Esofag 40mg Tablet 10-S,3064
esofag-d-capsule-10-s,Esofag D Capsule 10-S,2675
esoga-rd-capsule-10-s,Esoga RD Capsule 10-S,39801
esokem-40-tablet-15-s,ESOKEM 40 Tablet 15-s,110265
esokem-d-capsule-15-s,ESOKEM D Capsule 15-s,110266
esolembic-d-capsule-15-s,ESOLEMBIC D Capsule 15-s,108520
esomac-20mg-tablet-15-s,Esomac 20mg Tablet 15-S,16009
esomac-40mg-tablet-15-s,Esomac 40mg Tablet 15-S,16010
esoz-20mg-tablet-15-s,Esoz 20mg Tablet 15-S,6958
esoz-40mg-tablet-15-s,Esoz 40mg Tablet 15-S,6949
esoz-d-20-capsule-15-s,ESOZ D 20 Capsule 15-s,6978
esoz-d-40-capsule-15-s,ESOZ D 40 Capsule 15-s,6977
esoz-fast-40mg-tablet-10-s,Esoz Fast 40mg Tablet 10-S,748
espanz-40mg-tablet-10-s,Espanz 40mg Tablet 10-S,91286
espra-dsr-capsule-10-s,ESPRA DSR Capsule 10-s,106849
essentiale-l-1gm-capsule-10-s,Essentiale L 1gm Capsule 10-S,100710
estroease-tablet-10-s,ESTROEASE Tablet 10-s,106450
ethasyl-250mg-tablet-10-s,Ethasyl 250mg Tablet 10-S,104612
ethasyl-500mg-tablet-10-s,Ethasyl 500mg Tablet 10-S,103586
etobrix-60-capsule-10-s,ETOBRIX 60 Capsule 10-s,109462
etobrix-90-capsule-10-s,ETOBRIX 90 Capsule 10-s,109463
etorica-p-tablet-15-s,ETORICA P Tablet 15-s,47734
etos-60mg-tablet-10-s,Etos 60mg Tablet 10-S,99551
etos-90mg-tablet-10-s,Etos 90mg Tablet 10-S,94490
etoshine-120mg-tablet-10-s,Etoshine 120mg Tablet 10-S,14138
etoshine-60mg-tablet-10-s,Etoshine 60mg Tablet 10-S,14136
etoshine-90mg-tablet-10-s,Etoshine 90mg Tablet 10-S,14137
etospeed-90mg-tablet-10-s,Etospeed 90mg Tablet 10-S,98168
etospeed-mr-tablet-10-s,ETOSPEED MR Tablet 10-s,108898
etova-lp-gel-30gm,ETOVA LP Gel 30gm,108811
etova-mr-400-4mg-tablet-10-s,Etova MR 400/4mg Tablet 10-S,97713
etrobax-120mg-tablet-10-s,Etrobax 120mg Tablet 10-S,630
etrobax-60mg-tablet-10-s,Etrobax 60mg Tablet 10-S,628
etrobax-90mg-tablet-10-s,Etrobax 90mg Tablet 10-S,629
eurepa-v-0-5-0-2mg-tablet-10-s,EUREPA V 0.5/0.2mg Tablet 10-s,106175
eurepa-v-0-5-0-3mg-tablet-10-s,EUREPA V 0.5/0.3mg Tablet 10-s,106176
eurepa-v-1-0-2mg-tablet-10-s,EUREPA V 1/0.2mg Tablet 10-s,106177
eurepa-v-1-0-3mg-tablet-10-s,EUREPA V 1/0.3mg Tablet 10-s,106178
euthyrox-12-5mcg-tablet-100-s,EUTHYROX 12.5mcg Tablet 100-s,107264
eva-q-child-pack-syrup-100ml,EVA Q Child Pack Syrup 100ml,7895
evalite-cream-30gm,EVALITE Cream 30gm,104285
evaquik-1-tablet-10-s,EVAQUIK 1 Tablet 10-s,103724
evaquik-2-tablet-10-s,EVAQUIK 2 Tablet 10-s,103725
evaserve-tablet-10-s,Evaserve Tablet 10-S,91940
evecare-syrup-200ml,Evecare Syrup 200ml,7318
evermin-tablet-10-s,Evermin Tablet 10-S,24405
evict-solution-450ml,Evict Solution 450ml,21315
evion-200mg-capsule-10-s,Evion 200mg Capsule 10-S,2807
evion-400mg-capsule-10-s,Evion 400mg Capsule 10-S,2808
evion-600mg-capsule-10-s,Evion 600mg Capsule 10-S,2809
evion-forte-capsule-10-s,Evion Forte Capsule 10-S,2871
evion-lc-tablet-10-s,Evion LC Tablet 10-S,2850
evion-new-cream-60gm,Evion New Cream 60gm,2834
exermet-gm-502-tablet-15-s,Exermet GM 502 Tablet 15-S,17399
exermet-sr-500-tablet-15-s,EXERMET SR 500 Tablet 15-s,17376
exil-ls-syrup-60ml,EXIL LS Syrup 60ml,101774
exocin-ophthalmic-solution-5ml,EXOCIN Ophthalmic Solution 5ml,9806
ezact-60mg-tablet-10-s,Ezact 60mg Tablet 10-S,1025
ezact-90mg-tablet-10-s,Ezact 90mg Tablet 10-S,5488
ezact-mr-tablet-10-s,Ezact MR Tablet 10-S,100340
famocid-20mg-tablet-14-s,Famocid 20mg Tablet 14-S,5508
famocid-40mg-tablet-14-s,Famocid 40mg Tablet 14-S,5526
famogreat-40-tablet-14-s,FAMOGREAT 40 Tablet 14-s,107946
famtac-40mg-tablet-14-s,Famtac 40mg Tablet 14-S,1308
fastnap-sugar-free-oral-spray-15ml,FASTNAP SUGAR FREE Oral Spray 15ml,98714
fastpan-d-capsule-10-s,Fastpan D Capsule 10-S,43004
fbn-eye-drops-5ml,FBN Eye Drops 5ml,2885
febustat-80mg-tablet-15-s,Febustat 80Mg Tablet 15-s,92241
felicita-od-capsule-10-s,Felicita OD Capsule 10-S,100688
femikiro-tablet-10-s,Femikiro Tablet 10-S,99744
fenace-100mg-infusion-100ml,Fenace 100mg Infusion 100ml,99560
fenlong-liniment-30ml,Fenlong Liniment 30ml,24408
fenlong-mr-liniment-30ml,Fenlong MR Liniment 30ml,24439
fenlong-mr-tablet-10-s,Fenlong MR Tablet 10-S,24411
fenlong-roll-on-50ml,FENLONG Roll On 50ml,101833
fenlong-s-tablet-10-s,FENLONG S Tablet 10-s,24409
fenlong-tablet-10-s,Fenlong Tablet 10-S,24410
fenocor-r-tablet-10-s,FENOCOR R Tablet 10-s,109923
fenza-vaginal-600mg-capsule-2-s,FENZA VAGINAL 600mg Capsule 2-s,106598
fenza-wash-liquid-100ml,FENZA WASH Liquid 100ml,107199
fepanil-125mg-suspension-60ml,Fepanil 125mg Suspension 60ml,6113
fepanil-mef-ds-delicious-orange-flavour-suspension-60ml,FEPANIL MEF DS Delicious Orange Flavour Suspension 60ml,103767
fercee-red-syrup-225ml,Fercee Red Syrup 225ml,108172
ferhance-tablet-10-s,FERHANCE Tablet 10-s,107183
feristat-syrup-200ml,FERISTAT Syrup 200ml,100247
ferium-xt-plus-syrup-200ml,Ferium XT Plus Syrup 200ml,7125
feronia-xt-drops-oral-drop-15ml,Feronia XT Drops Oral Drop 15ml,46111
ferrilip-tablet-10-s,FERRILIP Tablet 10-s,108687
ferrochelate-xt-new-tablet-10-s,Ferrochelate XT New Tablet 10-S,34506
fertikine-f-tablet-10-s,Fertikine F Tablet 10-S,95060
fertikine-m-tablet-10-s,Fertikine M Tablet 10-S,95067
fertiplus-tablet-10-s,Fertiplus Tablet 10-S,95542
fertisure-f-tablet-10-s,Fertisure F Tablet 10-S,93385
fertisure-m-tablet-10-s,Fertisure M Tablet 10-S,90933
fertolet-2-5mg-tablet-5-s,Fertolet 2.5mg Tablet 5-S,100024
festive-dee-optic-eye-ear-drops-10ml,FESTIVE DEE OPTIC Eye/Ear Drops 10ml,108204
fexozide-am-tablet-10-s,FEXOZIDE AM Tablet 10-s,109415
finecef-1gm-injection-1-s,Finecef 1gm Injection 1-s,109956
fintrix-250mg-tablet-7-s,Fintrix 250mg Tablet 7-S,30704
fitjoint-max-capsule-10-s,FITJOINT MAX Capsule 10-s,107147
fittydent-denture-adhesive-powder-20gm,Fittydent Denture Adhesive Powder 20gm,97952
flagyl-iv-infusion-100ml,Flagyl IV Infusion 100ml,108266
flavedon-od-80mg-capsule-10-s,FLAVEDON OD 80mg Capsule 10-s,108403
flazacor-6mg-tablet-10-s,Flazacor 6mg Tablet 10-S,95225
flemiclav-forte-dry-syrup-30ml,Flemiclav Forte Dry Syrup 30ml,104647
flemiclav-kid-dry-syrup-30ml,Flemiclav Kid Dry Syrup 30ml,104688
flexon-+-tablet-15-s,Flexon + Tablet 15-S,7400
flexon-suspension-60ml,Flexon Suspension 60ml,105195
flexura-d-tablet-10-s,Flexura D Tablet 10-S,14161
flokind-d-tablet-10-s,Flokind D Tablet 10-S,101176
flomon-eye-drops-5ml,Flomon Eye Drops 5ml,21504
flora-bc-dry-syrup-60ml,Flora BC Dry Syrup 60ml,21651
florita-ll-capsule-10-s,FLORITA LL Capsule 10-s,109619
flozen-aa-tablet-10-s,Flozen AA Tablet 10-S,20250
flucol-650mg-tablet-10-s,Flucol 650mg Tablet 10-S,98187
flucol-suspension-60ml,FLUCOL Suspension 60ml,24445
flucold-af-drops-15ml,Flucold AF Drops 15ml,7389
flucold-af-syrup-60ml,Flucold AF Syrup 60ml,105477
flucold-clear-4-2-5mg-syrup-60ml,Flucold Clear 4/2.5mg Syrup 60ml,101215
flucold-drops-15ml,Flucold Drops 15ml,103768
flugesic-p-tablet-10-s,Flugesic P Tablet 10-S,100445
flutiways-nasal-spray-16gm,FLUTIWAYS Nasal Spray 16gm,109576
fml-liquifilm-eye-drops-5ml,FML Liquifilm Eye Drops 5ml,9802
fml-neo-liquifilm-ophthalmic-suspension-5ml,FML NEO LIQUIFILM Ophthalmic Suspension 5ml,9803
fol-123-capsule-15-s,FOL 123 Capsule 15-S,16511
fol-123-mf-capsule-10-s,FOL 123 MF Capsule 10-S,99667
fol-d-capsule-10-s,FOL D Capsule 10-s,109246
fol-xt-tablet-15-s,FOL XT Tablet 15-s,104194
folcure-5d-tablet-10-s,FOLCURE 5D Tablet 10-s,109157
folcure-5mg-tablet-10-s,Folcure 5mg Tablet 10-S,108783
folinext-gold-tablet-10-s,Folinext Gold Tablet 10-S,95581
folinz-tablet-10-s,Folinz Tablet 10-S,29737
folizorb-capsule-10-s,Folizorb Capsule 10-S,44315
follihair-am-pm-tablet-20-s,FOLLIHAIR AM/PM Tablet 20-s,109931
follihair-new-tablet-15-s,FOLLIHAIR NEW Tablet 15-s,101137
follihair-tablet-10-s,FOLLIHAIR Tablet 10-s,99249
folsafe-d-capsule-10-s,Folsafe D Capsule 10-S,103234
folsafe-l-tablet-15-s,Folsafe L Tablet 15-s,476
folvite-active-capsule-15-s,Folvite Active Capsule 15-S,100054
folvite-dha-capsule-10-s,Folvite DHA Capsule 10-S,101801
folvite-mb-capsule-15-s,Folvite MB Capsule 15-S,90961
folygel-capsule-10-s,Folygel Capsule 10-S,96091
fomtide-400-cfc-free-inhaler-1-s,Fomtide 400 CFC Free Inhaler 1-s,5495
forcan-150mg-tablet-1-s,Forcan 150mg Tablet 1-s,1727
forcef-250mg-injection-1-s,Forcef 250mg Injection 1-s,96469
forglyn-plus-respicap-30-s,FORGLYN PLUS Respicap 30-s,109962
fortege-tablet-100-s,Fortege Tablet 100-S,13304
fortius-10mg-tablet-10-s,Fortius 10mg Tablet 10-S,92175
fortius-20-tablet-10-s,FORTIUS 20 Tablet 10-s,109970
fortius-5mg-tablet-10-s,Fortius 5mg Tablet 10-S,109918
fourts-b-drops-15ml,Fourts B Drops 15ml,11590
fourts-b-syrup-200ml,Fourts B Syrup 200ml,11588
fourts-b-tablet-15-s,Fourts B Tablet 15-S,11507
fourts-bz-plus-tablet-10-s,Fourts BZ Plus Tablet 10-S,31911
fpgli-m-1-tablet-10-s,FPGLI M 1 Tablet 10-s,106939
fpgli-m-2-tablet-10-s,FPGLI M 2 Tablet 10-s,106941
fpgli-m-forte-3-tablet-10-s,FPGLI M FORTE 3 Tablet 10-s,106945
fpgli-m-forte-4-tablet-10-s,FPGLI M FORTE 4 Tablet 10-s,106940
freenac-p-tablet-10-s,Freenac P Tablet 10-S,104798
fremov-gel-30gm,Fremov Gel 30gm,92443
fulcrum-gold-tablet-15-s,FULCRUM GOLD Tablet 15-s,90660
full-365-capsule-15-s,Full 365 Capsule 15-S,6240
full-365-suspension-200ml,Full 365 Suspension 200ml,7134
furamist-nasal-spray-120md-1-s,Furamist Nasal Spray 120Md 1-s,18653
fusibest-cream-10gm,Fusibest Cream 10gm,40887
fusiderm-ointment-5gm,Fusiderm Ointment 5gm,8915
fusigen-spray-20gm,Fusigen Spray 20gm,15918
fusiwal-b-cream-10gm,Fusiwal B Cream 10gm,3540
fx-120-tablet-10-s,FX 120 Tablet 10-s,102688
gabaneuron-nt-100-tablet-15-s,GABANEURON NT 100 Tablet 15-s,98540
gabaneuron-nt-tablet-15-s,GABANEURON NT Tablet 15-s,96466
gabapin-nt-100mg-tablet-15-s,Gabapin NT 100mg Tablet 15-S,106049
gabastone-nt-100-tablet-10-s,GABASTONE NT 100 Tablet 10-s,107512
gabastone-nt-400-tablet-10-s,GABASTONE NT 400 Tablet 10-s,109220
gabawok-nt-100mg-tablet-15-s,GABAWOK NT 100mg Tablet 15-s,107089
gabin-forte-tablet-10-s,GABIN FORTE Tablet 10-s,105487
gafercal-tablet-10-s,Gafercal Tablet 10-S,23206
gala-dn-capsule-10-s,Gala DN Capsule 10-S,90345
gala-g2-tablet-10-s,Gala G2 Tablet 10-S,18274
gala-m-500mg-tablet-10-s,Gala M 500mg Tablet 10-S,18271
galto-plus-new-tablet-10-s,Galto Plus New Tablet 10-s,99178
galvapex-50-tablet-10-s,GALVAPEX 50 Tablet 10-s,18966
galvus-od-100-tablet-15-s,GALVUS OD 100 Tablet 15-s,109180
garbolim-forte-tablet-10-s,GARBOLIM FORTE Tablet 10-s,108174
gaspaz-ds-capsule-10-s,Gaspaz DS Capsule 10-S,95647
gastica-drops-15ml,Gastica Drops 15ml,16497
gastica-fiz-sugar-free-orange-flavour-effervescent-tablet-6-s,Gastica Fiz Sugar Free Orange Flavour Effervescent Tablet 6-S,16546
gastracid-sugar-free-natural-orange-flavour-new-pack-liquid-200ml,Gastracid Sugar Free Natural Orange Flavour New Pack Liquid 200ml,13208
gastrazine-capsule-10-s,Gastrazine Capsule 10-S,90289
gastrazole-plus-capsule-10-s,Gastrazole Plus Capsule 10-S,90833
gasvenz-tablet-15-s,GASVENZ Tablet 15-s,104504
gate-p-eye-drops-10ml,GATE P Eye Drops 10ml,95332
gatiquin-p-eye-drops-10ml,Gatiquin P Eye Drops 10ml,93751
gatop-40mg-tablet-10-s,Gatop 40mg Tablet 10-S,23220
gcstab-tablet-10-s,Gcstab Tablet 10-S,2738
gelusil-mps-original-mint-flavour-chewable-tablet-15-s,GELUSIL MPS ORIGINAL MINT FLAVOUR Chewable Tablet 15-s,4917
gelusil-mps-original-mint-flavour-sugar-free-liquid-200ml,GELUSIL MPS ORIGINAL MINT FLAVOUR SUGAR FREE Liquid 200ml,4914
gelusil-mps-xtra-cool-sugar-free-mint-flavour-liquid-200ml,Gelusil MPS Xtra Cool Sugar Free Mint Flavour LIQUID 200ml,2068
gemcal-capsule-15-s,Gemcal Capsule 15-S,3775
gemcal-d3-tablet-15-s,GEMCAL D3 Tablet 15-s,27306
gemcal-plus-capsule-10-s,Gemcal Plus Capsule 10-S,22810
gemcal-xt-tablet-15-s,GEMCAL XT Tablet 15-s,105510
geminor-m2-tablet-15-s,Geminor M2 Tablet 15-S,44604
gerijoint-capsule-10-s,Gerijoint Capsule 10-S,103781
gi-bact-capsule-10-s,GI Bact Capsule 10-S,95266
ginkoba-m-capsule-10-s,Ginkoba M Capsule 10-S,31126
ginkocer-forte-tablet-10-s,GINKOCER FORTE Tablet 10-s,108772
ginkocer-plus-tablet-10-s,Ginkocer Plus Tablet 10-S,104112
gla-m-capsule-10-s,GLA M Capsule 10-S,2531
glador-4mg-tablet-15-s,Glador 4Mg Tablet 15-s,103043
glador-m2-forte-tablet-15-s,GLADOR M2 FORTE Tablet 15-s,103029
glamor-pm-tablet-10-s,GLAMOR PM Tablet 10-s,99561
glencee-d-chewable-tablet-15-s,GLENCEE D Chewable Tablet 15-s,108245
gli2met-p-tablet-10-s,GLI2MET P Tablet 10-s,101580
gliben-pm-2-15mg-tablet-10-s,GLIBEN PM 2/15mg Tablet 10-s,105916
gliclaz-m-tablet-15-s,Gliclaz M Tablet 15-S,4448
glimaday-1mg-tablet-14-s,Glimaday 1mg Tablet 14-S,90374
glimapex-m2-tablet-15-s,GLIMAPEX M2 Tablet 15-s,103765
glimcare-m-1mg-tablet-14-s,GLIMCARE M 1mg Tablet 14-s,103505
glimcare-m-2mg-tablet-14-s,GLIMCARE M 2mg Tablet 14-s,103361
glimestar-m2-forte-tablet-30-s,Glimestar M2 Forte Tablet 30-S,99038
glimfirst-m1-tablet-15-s,GLIMFIRST M1 Tablet 15-s,93315
glimfirst-m2-tablet-15-s,GLIMFIRST M2 Tablet 15-s,93351
glimfirst-mp1-tablet-15-s,GLIMFIRST MP1 Tablet 15-s,93551
glimfirst-mp2-tablet-15-s,GLIMFIRST MP2 Tablet 15-s,93759
glimi-dm-plus-tablet-10-s,Glimi DM Plus Tablet 10-S,105399
glimibrit-m1-forte-tablet-15-s,GLIMIBRIT M1 FORTE Tablet 15-s,96057
glimicure-4mg-tablet-10-s,GLIMICURE 4mg Tablet 10-s,52204
glimicure-m-1mg-tablet-15-s,GLIMICURE M 1mg Tablet 15-s,52205
glimicure-m-3-tablet-15-s,GLIMICURE M 3 Tablet 15-s,107326
glimicure-m-4-tablet-10-s,GLIMICURE M 4 Tablet 10-s,107327
glimicure-m2-forte-tablet-15-s,GLIMICURE M2 FORTE Tablet 15-s,105050
glimidac-mv-1-tablet-15-s,GLIMIDAC MV 1 Tablet 15-s,103938
glimidac-mv-2-tablet-15-s,GLIMIDAC MV 2 Tablet 15-s,103937
glimiprex-mf-1-500mg-tablet-10-s,Glimiprex MF 1/500mg Tablet 10-S,10562
glimiprex-mf-2-1000mg-tablet-10-s,Glimiprex MF 2/1000mg Tablet 10-S,10552
glimisave-m3-forte-tablet-15-s,Glimisave M3 Forte Tablet 15-S,95673
glimisave-m3-tablet-15-s,Glimisave M3 Tablet 15-S,95672
glimisave-m4-forte-tablet-15-s,Glimisave M4 Forte Tablet 15-S,95678
glimulin-mv-2mg-tablet-10-s,Glimulin MV 2mg Tablet 10-S,100101
glipacure-50mg-tablet-15-s,GLIPACURE 50mg Tablet 15-s,106080
glipsov-m-20-500-tablet-15-s,GLIPSOV M 20/500 Tablet 15-s,101034
gliptagreat-50-tablet-15-s,GLIPTAGREAT 50 Tablet 15-s,106120
gliptagreat-m-1000mg-tablet-10-s,GLIPTAGREAT M 1000mg Tablet 10-s,106121
gliptagreat-m-500mg-tablet-10-s,GLIPTAGREAT M 500mg Tablet 10-s,106122
gliptagreat-od-100-tablet-10-s,GLIPTAGREAT OD 100 Tablet 10-s,108768
glipy-50mg-tablet-15-s,GLIPY 50mg Tablet 15-s,106019
glipy-met-500-tablet-15-s,GLIPY MET 500 Tablet 15-s,106523
glipy-met-sr-500-tablet-10-s,GLIPY MET SR 500 Tablet 10-s,108639
glipy-od-100-sr-tablet-15-s,GLIPY OD 100 SR Tablet 15-s,109589
glitaray-mp-1-500-15mg-tablet-15-s,GLITARAY MP 1/500/15mg Tablet 15-s,103607
glitaray-mp-2-500-15mg-tablet-15-s,Glitaray MP 2/500/15mg Tablet 15-S,103608
glitaris-7-5mg-tablet-10-s,Glitaris 7.5mg Tablet 10-S,95692
